id;the_geom;junction;type;lanes;maxspeed;oneway;foot;bicycle;access;bus;parking_la;sidewalk;cycleway
roads.1396;MULTILINESTRING ((1.4958360999999996 43.513167999999986, 1.4958939999999998 43.513245199999986, 1.4959815000000003 43.51325489999999, 1.4960372999999998 43.51322929999999));;residential;1;50.0;;;;;;;;
roads.1397;MULTILINESTRING ((1.4960372999999998 43.51322929999999, 1.4959815000000003 43.51325489999999, 1.4958939999999998 43.513245199999986, 1.4958360999999996 43.513167999999986));;residential;1;50.0;;;;;;;;
roads.1398;MULTILINESTRING ((1.4960372999999998 43.51322929999999, 1.4960468 43.51318380000001, 1.4960258999999998 43.5131486, 1.4959815000000003 43.5131261, 1.4958903 43.51312799999999, 1.4958577999999998 43.5131447, 1.4958360999999996 43.513167999999986));;residential;1;50.0;;;;;;;;
roads.1399;MULTILINESTRING ((1.4958360999999996 43.513167999999986, 1.4958577999999998 43.5131447, 1.4958903 43.51312799999999, 1.4959815000000003 43.5131261, 1.4960258999999998 43.5131486, 1.4960468 43.51318380000001, 1.4960372999999998 43.51322929999999));;residential;1;50.0;;;;;;;;
roads.1400;MULTILINESTRING ((1.4965873000000003 43.5135822, 1.4964371 43.51336239999999, 1.4962526000000003 43.51317559999997, 1.4960372999999998 43.51322929999999));;footway;1;50.0;;;;;;;;
roads.1401;MULTILINESTRING ((1.4960372999999998 43.51322929999999, 1.4962526000000003 43.51317559999997, 1.4964371 43.51336239999999, 1.4965873000000003 43.5135822));;footway;1;50.0;;;;;;;;
roads.1402;MULTILINESTRING ((1.4989929 43.5131367, 1.4985517000000002 43.5133049, 1.4983338 43.513132199999994, 1.4979131 43.51335269999999, 1.4977658000000003 43.51322819999999));;residential;1;50.0;;;;;;;;
roads.1403;MULTILINESTRING ((1.4977658000000003 43.51322819999999, 1.4979131 43.51335269999999, 1.4983338 43.513132199999994, 1.4985517000000002 43.5133049, 1.4989929 43.5131367));;residential;1;50.0;;;;;;;;
roads.1404;MULTILINESTRING ((1.4848331999999997 43.51417189999999, 1.4848269 43.51409169999999, 1.4846674 43.51384199999999, 1.4844507000000002 43.51354939999999));;residential;1;50.0;;;;;;;;
roads.1405;MULTILINESTRING ((1.4844507000000002 43.51354939999999, 1.4846674 43.51384199999999, 1.4848269 43.51409169999999, 1.4848331999999997 43.51417189999999));;residential;1;50.0;;;;;;;;
roads.1406;MULTILINESTRING ((1.4937778999999998 43.5135822, 1.4935182 43.513401, 1.4934465000000001 43.513206299999986, 1.4934448999999999 43.5130364, 1.4932827000000002 43.5128597, 1.4932058000000001 43.51274629999999, 1.4931112 43.51250299999998, 1.4930562999999997 43.512264599999995, 1.4930499000000002 43.51221530000001));;residential;1;50.0;;;;;;;;
roads.1407;MULTILINESTRING ((1.4930499000000002 43.51221530000001, 1.4930562999999997 43.512264599999995, 1.4931112 43.51250299999998, 1.4932058000000001 43.51274629999999, 1.4932827000000002 43.5128597, 1.4934448999999999 43.5130364, 1.4934465000000001 43.513206299999986, 1.4935182 43.513401, 1.4937778999999998 43.5135822));;residential;1;50.0;;;;;;;;
roads.1408;MULTILINESTRING ((1.4977531000000002 43.50977859999999, 1.4969052 43.509333800000014, 1.4965983999999999 43.50904, 1.4961999 43.50919699999999, 1.4958073000000003 43.50939479999999, 1.4955144 43.5095863));;residential;1;50.0;;;;;;;;
roads.1409;MULTILINESTRING ((1.4955144 43.5095863, 1.4958073000000003 43.50939479999999, 1.4961999 43.50919699999999, 1.4965983999999999 43.50904, 1.4969052 43.509333800000014, 1.4977531000000002 43.50977859999999));;residential;1;50.0;;;;;;;;
roads.1410;MULTILINESTRING ((1.5016849 43.509005699999975, 1.5012563000000003 43.509579600000016, 1.501522 43.50976490000001, 1.5009155999999995 43.510177099999986, 1.5006254999999997 43.510508, 1.5014668 43.5109013, 1.5017545 43.511003999999986, 1.5023450000000003 43.51117130000001));;residential;1;50.0;;;;;;;;
roads.1411;MULTILINESTRING ((1.5023450000000003 43.51117130000001, 1.5017545 43.511003999999986, 1.5014668 43.5109013, 1.5006254999999997 43.510508, 1.5009155999999995 43.510177099999986, 1.501522 43.50976490000001, 1.5012563000000003 43.509579600000016, 1.5016849 43.509005699999975));;residential;1;50.0;;;;;;;;
roads.1412;MULTILINESTRING ((1.4989615999999997 43.514129599999976, 1.4990158 43.514129699999984, 1.4994926 43.51429559999998));;pedestrian;1;50.0;;;;;;;;
roads.1413;MULTILINESTRING ((1.4994926 43.51429559999998, 1.4990158 43.514129699999984, 1.4989615999999997 43.514129599999976));;pedestrian;1;50.0;;;;;;;;
roads.1414;MULTILINESTRING ((1.4990175999999997 43.51388919999999, 1.4990330999999997 43.51397759999999, 1.4989615999999997 43.514129599999976));;residential;1;50.0;;;;;;;;
roads.1415;MULTILINESTRING ((1.4989615999999997 43.514129599999976, 1.4990330999999997 43.51397759999999, 1.4990175999999997 43.51388919999999));;residential;1;50.0;;;;;;;;
roads.1416;MULTILINESTRING ((1.4943826999999998 43.5176596, 1.4944227 43.5176685, 1.4946409999999997 43.517655799999986, 1.4957484 43.517368100000006, 1.4957894999999999 43.51735519999998));;pedestrian;1;50.0;;;;;;;;
roads.1417;MULTILINESTRING ((1.4957894999999999 43.51735519999998, 1.4957484 43.517368100000006, 1.4946409999999997 43.517655799999986, 1.4944227 43.5176685, 1.4943826999999998 43.5176596));;pedestrian;1;50.0;;;;;;;;
roads.1418;MULTILINESTRING ((1.4960747 43.5180992, 1.495891 43.518248999999976, 1.4957862999999998 43.51826810000001, 1.4957160999999999 43.518256799999996, 1.4954937999999995 43.518120099999976));;residential;1;50.0;;;;;;;;
roads.1419;MULTILINESTRING ((1.4954937999999995 43.518120099999976, 1.4957160999999999 43.518256799999996, 1.4957862999999998 43.51826810000001, 1.495891 43.518248999999976, 1.4960747 43.5180992));;residential;1;50.0;;;;;;;;
roads.1420;MULTILINESTRING ((1.4980907000000003 43.51685869999999, 1.4980299 43.5168449, 1.4979733 43.516831299999986));;residential;1;50.0;;;;;;;;
roads.1421;MULTILINESTRING ((1.4979733 43.516831299999986, 1.4980299 43.5168449, 1.4980907000000003 43.51685869999999));;residential;1;50.0;;;;;;;;
roads.1422;MULTILINESTRING ((1.4979733 43.516831299999986, 1.4978303 43.516791099999985, 1.4977790999999998 43.5167888));;residential;1;50.0;;;;;;;;
roads.1423;MULTILINESTRING ((1.4977790999999998 43.5167888, 1.4978303 43.516791099999985, 1.4979733 43.516831299999986));;residential;1;50.0;;;;;;;;
roads.1424;MULTILINESTRING ((1.494608 43.51715490000001, 1.4931755 43.516790399999984));;residential;1;50.0;;;;;;;;
roads.1425;MULTILINESTRING ((1.4931755 43.516790399999984, 1.494608 43.51715490000001));;residential;1;50.0;;;;;;;;
roads.1426;MULTILINESTRING ((1.4937249 43.52290879999999, 1.4940295999999997 43.5225856, 1.4940639000000002 43.52250469999999));;residential;1;50.0;;;;;;;;
roads.1427;MULTILINESTRING ((1.4940639000000002 43.52250469999999, 1.4940295999999997 43.5225856, 1.4937249 43.52290879999999));;residential;1;50.0;;;;;;;;
roads.1428;MULTILINESTRING ((1.4944238999999997 43.52302449999999, 1.4942528999999998 43.52297269999999));;footway;1;50.0;;;;;;;;
roads.1429;MULTILINESTRING ((1.4942528999999998 43.52297269999999, 1.4944238999999997 43.52302449999999));;footway;1;50.0;;;;;;;;
roads.1430;MULTILINESTRING ((1.4965675 43.52063229999998, 1.4966149 43.5205452));;service;1;50.0;;;;;;;;
roads.1431;MULTILINESTRING ((1.4966149 43.5205452, 1.4965675 43.52063229999998));;service;1;50.0;;;;;;;;
roads.1432;MULTILINESTRING ((1.4966149 43.5205452, 1.4964882 43.52049479999999, 1.4965525 43.5201996));;service;1;50.0;;;;;;;;
roads.1433;MULTILINESTRING ((1.4965525 43.5201996, 1.4964882 43.52049479999999, 1.4966149 43.5205452));;service;1;50.0;;;;;;;;
roads.1434;MULTILINESTRING ((1.4965525 43.5201996, 1.4965706 43.52003920000001));;service;1;50.0;;;;;;;;
roads.1435;MULTILINESTRING ((1.4965706 43.52003920000001, 1.4965525 43.5201996));;service;1;50.0;;;;;;;;
roads.1436;MULTILINESTRING ((1.4965706 43.52003920000001, 1.4965880999999999 43.51988479999999, 1.4966404000000002 43.519790900000004, 1.4967192 43.5197791, 1.4968231999999997 43.519782899999996, 1.4968591 43.5198002, 1.496836 43.5200846, 1.4967992000000003 43.52021910000001));;service;1;50.0;;;;;;;;
roads.1437;MULTILINESTRING ((1.4967992000000003 43.52021910000001, 1.496836 43.5200846, 1.4968591 43.5198002, 1.4968231999999997 43.519782899999996, 1.4967192 43.5197791, 1.4966404000000002 43.519790900000004, 1.4965880999999999 43.51988479999999, 1.4965706 43.52003920000001));;service;1;50.0;;;;;;;;
roads.1438;MULTILINESTRING ((1.4967992000000003 43.52021910000001, 1.4967293 43.520569299999984, 1.4966149 43.5205452));;service;1;50.0;;;;;;;;
roads.1439;MULTILINESTRING ((1.4966149 43.5205452, 1.4967293 43.520569299999984, 1.4967992000000003 43.52021910000001));;service;1;50.0;;;;;;;;
roads.1440;MULTILINESTRING ((1.4965525 43.5201996, 1.4967992000000003 43.52021910000001));;service;1;50.0;;;;;;;;
roads.1441;MULTILINESTRING ((1.4967992000000003 43.52021910000001, 1.4965525 43.5201996));;service;1;50.0;;;;;;;;
roads.1442;MULTILINESTRING ((1.4949738 43.520451699999995, 1.4945517000000001 43.5202849, 1.4940684 43.52004319999999));;residential;1;50.0;;;;;;;;
roads.1443;MULTILINESTRING ((1.4940684 43.52004319999999, 1.4945517000000001 43.5202849, 1.4949738 43.520451699999995));;residential;1;50.0;;;;;;;;
roads.1444;MULTILINESTRING ((1.4940684 43.52004319999999, 1.4940259000000002 43.520018599999986));;residential;1;50.0;;;;;;;;
roads.1445;MULTILINESTRING ((1.4940259000000002 43.520018599999986, 1.4940684 43.52004319999999));;residential;1;50.0;;;;;;;;
roads.1446;MULTILINESTRING ((1.4902832 43.522363899999995, 1.4903279 43.522386799999985));;service;1;50.0;;;;;;;;
roads.1447;MULTILINESTRING ((1.4903279 43.522386799999985, 1.4902832 43.522363899999995));;service;1;50.0;;;;;;;;
roads.1448;MULTILINESTRING ((1.4903279 43.522386799999985, 1.4910891000000004 43.522827899999996));;service;1;50.0;;;;;;;;
roads.1449;MULTILINESTRING ((1.4910891000000004 43.522827899999996, 1.4903279 43.522386799999985));;service;1;50.0;;;;;;;;
roads.1450;MULTILINESTRING ((1.4910891000000004 43.522827899999996, 1.4912997999999997 43.5229449));;service;1;50.0;;;;;;;;
roads.1451;MULTILINESTRING ((1.4912997999999997 43.5229449, 1.4910891000000004 43.522827899999996));;service;1;50.0;;;;;;;;
roads.1452;MULTILINESTRING ((1.4986851 43.51712999999999, 1.4985620000000002 43.5170888));;footway;1;50.0;;;;;;;;
roads.1453;MULTILINESTRING ((1.4985620000000002 43.5170888, 1.4986851 43.51712999999999));;footway;1;50.0;;;;;;;;
roads.1454;MULTILINESTRING ((1.4985620000000002 43.5170888, 1.4983188 43.51700969999999));;footway;1;50.0;;;;;;;;
roads.1455;MULTILINESTRING ((1.4983188 43.51700969999999, 1.4985620000000002 43.5170888));;footway;1;50.0;;;;;;;;
roads.1456;MULTILINESTRING ((1.4983188 43.51700969999999, 1.4982652 43.517, 1.4981739999999997 43.5171634));;footway;1;50.0;;;;;;;;
roads.1457;MULTILINESTRING ((1.4981739999999997 43.5171634, 1.4982652 43.517, 1.4983188 43.51700969999999));;footway;1;50.0;;;;;;;;
roads.1458;MULTILINESTRING ((1.4981739999999997 43.5171634, 1.498049 43.517399000000005));;footway;1;50.0;;;;;;;;
roads.1459;MULTILINESTRING ((1.498049 43.517399000000005, 1.4981739999999997 43.5171634));;footway;1;50.0;;;;;;;;
roads.1460;MULTILINESTRING ((1.4990158999999998 43.516586, 1.4989340000000004 43.516764300000006, 1.4988902999999998 43.51685929999999));;service;1;50.0;;;;;;;;
roads.1461;MULTILINESTRING ((1.4988902999999998 43.51685929999999, 1.4989340000000004 43.516764300000006, 1.4990158999999998 43.516586));;service;1;50.0;;;;;;;;
roads.1462;MULTILINESTRING ((1.4988902999999998 43.51685929999999, 1.4990619000000003 43.51693789999999, 1.4991671999999998 43.51706430000001, 1.4991121000000003 43.517174499999996, 1.4987973999999997 43.51707789999998, 1.4988902999999998 43.51685929999999));;service;1;50.0;;;;;;;;
roads.1463;MULTILINESTRING ((1.4988902999999998 43.51685929999999, 1.4990619000000003 43.51693789999999, 1.4991671999999998 43.51706430000001, 1.4991121000000003 43.517174499999996, 1.4987973999999997 43.51707789999998, 1.4988902999999998 43.51685929999999));;service;1;50.0;;;;;;;;
roads.1464;MULTILINESTRING ((1.4979620999999999 43.517106999999996, 1.4981739999999997 43.5171634));;footway;1;50.0;;;;;;;;
roads.1465;MULTILINESTRING ((1.4981739999999997 43.5171634, 1.4979620999999999 43.517106999999996));;footway;1;50.0;;;;;;;;
roads.1466;MULTILINESTRING ((1.4981739999999997 43.5171634, 1.4982288 43.517177199999985));;footway;1;50.0;;;;;;;;
roads.1467;MULTILINESTRING ((1.4982288 43.517177199999985, 1.4981739999999997 43.5171634));;footway;1;50.0;;;;;;;;
roads.1468;MULTILINESTRING ((1.4982288 43.517177199999985, 1.4984713000000003 43.517244799999986));;footway;1;50.0;;;;;;;;
roads.1469;MULTILINESTRING ((1.4984713000000003 43.517244799999986, 1.4982288 43.517177199999985));;footway;1;50.0;;;;;;;;
roads.1470;MULTILINESTRING ((1.4938331999999999 43.52131019999999, 1.4938498000000002 43.5212423));;steps;1;50.0;;yes;;;;;;
roads.1471;MULTILINESTRING ((1.4938498000000002 43.5212423, 1.4938331999999999 43.52131019999999));;steps;1;50.0;;yes;;;;;;
roads.1472;MULTILINESTRING ((1.4928613 43.5218977, 1.4928772999999995 43.5219328, 1.4927839999999999 43.522005099999994));;residential;1;50.0;;;;;;;;
roads.1473;MULTILINESTRING ((1.4927839999999999 43.522005099999994, 1.4928772999999995 43.5219328, 1.4928613 43.5218977));;residential;1;50.0;;;;;;;;
roads.1474;MULTILINESTRING ((1.4927839999999999 43.522005099999994, 1.4924942 43.522229800000005));;residential;1;50.0;;;;;;;;
roads.1475;MULTILINESTRING ((1.4924942 43.522229800000005, 1.4927839999999999 43.522005099999994));;residential;1;50.0;;;;;;;;
roads.1476;MULTILINESTRING ((1.5157735 43.508902600000006, 1.5155688 43.50864429999999, 1.5155679 43.50858619999999, 1.515604 43.50853239999999, 1.5156775999999998 43.508502899999996, 1.5157552999999997 43.5084963, 1.5161194 43.50860059999999));;residential;1;50.0;;;;;;;;
roads.1477;MULTILINESTRING ((1.5161194 43.50860059999999, 1.5157552999999997 43.5084963, 1.5156775999999998 43.508502899999996, 1.515604 43.50853239999999, 1.5155679 43.50858619999999, 1.5155688 43.50864429999999, 1.5157735 43.508902600000006));;residential;1;50.0;;;;;;;;
roads.1478;MULTILINESTRING ((1.4981123000000003 43.51739099999999, 1.4983456 43.517462900000005, 1.4984713000000003 43.517244799999986));;pedestrian;1;50.0;;;;;;;;
roads.1479;MULTILINESTRING ((1.4984713000000003 43.517244799999986, 1.4983456 43.517462900000005, 1.4981123000000003 43.51739099999999));;pedestrian;1;50.0;;;;;;;;
roads.1480;MULTILINESTRING ((1.4984713000000003 43.517244799999986, 1.4985620000000002 43.5170888));;pedestrian;1;50.0;;;;;;;;
roads.1481;MULTILINESTRING ((1.4985620000000002 43.5170888, 1.4984713000000003 43.517244799999986));;pedestrian;1;50.0;;;;;;;;
roads.1482;MULTILINESTRING ((1.4985620000000002 43.5170888, 1.4983188 43.51700969999999));;pedestrian;1;50.0;;;;;;;;
roads.1483;MULTILINESTRING ((1.4983188 43.51700969999999, 1.4985620000000002 43.5170888));;pedestrian;1;50.0;;;;;;;;
roads.1484;MULTILINESTRING ((1.4983188 43.51700969999999, 1.4982288 43.517177199999985));;pedestrian;1;50.0;;;;;;;;
roads.1485;MULTILINESTRING ((1.4982288 43.517177199999985, 1.4983188 43.51700969999999));;pedestrian;1;50.0;;;;;;;;
roads.1486;MULTILINESTRING ((1.4982288 43.517177199999985, 1.4981123000000003 43.51739099999999));;pedestrian;1;50.0;;;;;;;;
roads.1487;MULTILINESTRING ((1.4981123000000003 43.51739099999999, 1.4982288 43.517177199999985));;pedestrian;1;50.0;;;;;;;;
roads.1488;MULTILINESTRING ((1.5017286999999997 43.5178624, 1.5019426 43.51772649999998, 1.5020806000000002 43.5175944, 1.5022085 43.517565, 1.5023412999999997 43.517576700000006, 1.5027325 43.51771360000001, 1.5039662 43.51816589999998));;cycleway;1;50.0;;;;;;;;
roads.1489;MULTILINESTRING ((1.5039662 43.51816589999998, 1.5027325 43.51771360000001, 1.5023412999999997 43.517576700000006, 1.5022085 43.517565, 1.5020806000000002 43.5175944, 1.5019426 43.51772649999998, 1.5017286999999997 43.5178624));;cycleway;1;50.0;;;;;;;;
roads.1490;MULTILINESTRING ((1.5039662 43.51816589999998, 1.5040402000000002 43.518195099999986, 1.5047526 43.51844399999999, 1.5048086000000005 43.51846409999998));;cycleway;1;50.0;;;;;;;;
roads.1491;MULTILINESTRING ((1.5048086000000005 43.51846409999998, 1.5047526 43.51844399999999, 1.5040402000000002 43.518195099999986, 1.5039662 43.51816589999998));;cycleway;1;50.0;;;;;;;;
roads.1492;MULTILINESTRING ((1.5048086000000005 43.51846409999998, 1.5049167999999995 43.5185027));;cycleway;1;50.0;;;;;;;;
roads.1493;MULTILINESTRING ((1.5049167999999995 43.5185027, 1.5048086000000005 43.51846409999998));;cycleway;1;50.0;;;;;;;;
roads.1494;MULTILINESTRING ((1.5049167999999995 43.5185027, 1.5052589000000003 43.518673400000004, 1.5058654 43.518936499999995, 1.5059023 43.51893059999999, 1.5059566 43.51891559999997, 1.5059898 43.51891700000001, 1.5061687999999995 43.51900069999998));;cycleway;1;50.0;;;;;;;;
roads.1495;MULTILINESTRING ((1.5061687999999995 43.51900069999998, 1.5059898 43.51891700000001, 1.5059566 43.51891559999997, 1.5059023 43.51893059999999, 1.5058654 43.518936499999995, 1.5052589000000003 43.518673400000004, 1.5049167999999995 43.5185027));;cycleway;1;50.0;;;;;;;;
roads.1496;MULTILINESTRING ((1.5061687999999995 43.51900069999998, 1.5063123 43.51906919999999, 1.5063633000000003 43.51912169999998, 1.5063659000000003 43.5191708, 1.5063814 43.51923259999998));;cycleway;1;50.0;;;;;;;;
roads.1497;MULTILINESTRING ((1.5063814 43.51923259999998, 1.5063659000000003 43.5191708, 1.5063633000000003 43.51912169999998, 1.5063123 43.51906919999999, 1.5061687999999995 43.51900069999998));;cycleway;1;50.0;;;;;;;;
roads.1498;MULTILINESTRING ((1.5063814 43.51923259999998, 1.5064337 43.519352300000016, 1.5064334 43.51938439999997, 1.5064266999999998 43.51940230000001, 1.5063867 43.51945619999999));;cycleway;1;50.0;;;;;;;;
roads.1499;MULTILINESTRING ((1.5063867 43.51945619999999, 1.5064266999999998 43.51940230000001, 1.5064334 43.51938439999997, 1.5064337 43.519352300000016, 1.5063814 43.51923259999998));;cycleway;1;50.0;;;;;;;;
roads.1500;MULTILINESTRING ((1.5063867 43.51945619999999, 1.5064871 43.51949389999999));;cycleway;1;50.0;;;;;;;;
roads.1501;MULTILINESTRING ((1.5064871 43.51949389999999, 1.5063867 43.51945619999999));;cycleway;1;50.0;;;;;;;;
roads.1502;MULTILINESTRING ((1.5064871 43.51949389999999, 1.5065745 43.5195315, 1.5067809 43.5194473, 1.5068070999999998 43.519440899999985));;cycleway;1;50.0;;;;;;;;
roads.1503;MULTILINESTRING ((1.5068070999999998 43.519440899999985, 1.5067809 43.5194473, 1.5065745 43.5195315, 1.5064871 43.51949389999999));;cycleway;1;50.0;;;;;;;;
roads.1504;MULTILINESTRING ((1.5068070999999998 43.519440899999985, 1.5070392999999997 43.51938009999999, 1.507062 43.519385600000014));;cycleway;1;50.0;;;;;;;;
roads.1505;MULTILINESTRING ((1.507062 43.519385600000014, 1.5070392999999997 43.51938009999999, 1.5068070999999998 43.519440899999985));;cycleway;1;50.0;;;;;;;;
roads.1506;MULTILINESTRING ((1.507062 43.519385600000014, 1.5079384 43.51976899999999));;cycleway;1;50.0;;;;;;;;
roads.1507;MULTILINESTRING ((1.5079384 43.51976899999999, 1.507062 43.519385600000014));;cycleway;1;50.0;;;;;;;;
roads.1508;MULTILINESTRING ((1.5079384 43.51976899999999, 1.5079327 43.519786599999996, 1.5080982999999997 43.52000549999999, 1.5081174999999998 43.52001439999997, 1.5081482 43.52002860000001));;cycleway;1;50.0;;;;;;;;
roads.1509;MULTILINESTRING ((1.5081482 43.52002860000001, 1.5081174999999998 43.52001439999997, 1.5080982999999997 43.52000549999999, 1.5079327 43.519786599999996, 1.5079384 43.51976899999999));;cycleway;1;50.0;;;;;;;;
roads.1510;MULTILINESTRING ((1.5081482 43.52002860000001, 1.5081958000000002 43.520050799999986, 1.5082184000000003 43.52005209999999, 1.5085012999999998 43.52002730000001, 1.5085477 43.52003140000001));;cycleway;1;50.0;;;;;;;;
roads.1511;MULTILINESTRING ((1.5085477 43.52003140000001, 1.5085012999999998 43.52002730000001, 1.5082184000000003 43.52005209999999, 1.5081958000000002 43.520050799999986, 1.5081482 43.52002860000001));;cycleway;1;50.0;;;;;;;;
roads.1512;MULTILINESTRING ((1.5085477 43.52003140000001, 1.5089684000000003 43.52021309999998, 1.5093891 43.520393899999995));;cycleway;1;50.0;;;;;;;;
roads.1513;MULTILINESTRING ((1.5093891 43.520393899999995, 1.5089684000000003 43.52021309999998, 1.5085477 43.52003140000001));;cycleway;1;50.0;;;;;;;;
roads.1514;MULTILINESTRING ((1.5093891 43.520393899999995, 1.509619 43.520493499999986, 1.5097613999999997 43.5205546));;cycleway;1;50.0;;;;;;;;
roads.1515;MULTILINESTRING ((1.5097613999999997 43.5205546, 1.509619 43.520493499999986, 1.5093891 43.520393899999995));;cycleway;1;50.0;;;;;;;;
roads.1516;MULTILINESTRING ((1.5097613999999997 43.5205546, 1.5098214 43.520583399999985, 1.5098672000000002 43.5206138, 1.5100297999999999 43.5207071));;cycleway;1;50.0;;;;;;;;
roads.1517;MULTILINESTRING ((1.5100297999999999 43.5207071, 1.5098672000000002 43.5206138, 1.5098214 43.520583399999985, 1.5097613999999997 43.5205546));;cycleway;1;50.0;;;;;;;;
roads.1518;MULTILINESTRING ((1.5100297999999999 43.5207071, 1.5101742000000002 43.5207726, 1.5103108 43.520850999999986, 1.5104234 43.520895800000005, 1.5106389 43.52096869999997, 1.5108457000000002 43.52106239999999, 1.5108791 43.52110480000001));;cycleway;1;50.0;;;;;;;;
roads.1519;MULTILINESTRING ((1.5108791 43.52110480000001, 1.5108457000000002 43.52106239999999, 1.5106389 43.52096869999997, 1.5104234 43.520895800000005, 1.5103108 43.520850999999986, 1.5101742000000002 43.5207726, 1.5100297999999999 43.5207071));;cycleway;1;50.0;;;;;;;;
roads.1520;MULTILINESTRING ((1.5108791 43.52110480000001, 1.5108942000000003 43.52114119999998, 1.5109811999999998 43.52128929999998));;cycleway;1;50.0;;;;;;;;
roads.1521;MULTILINESTRING ((1.5109811999999998 43.52128929999998, 1.5108942000000003 43.52114119999998, 1.5108791 43.52110480000001));;cycleway;1;50.0;;;;;;;;
roads.1522;MULTILINESTRING ((1.5109811999999998 43.52128929999998, 1.5110607999999999 43.52141199999999, 1.5111946 43.5214993, 1.5112123999999996 43.52150980000001, 1.5112785 43.52150960000001));;cycleway;1;50.0;;;;;;;;
roads.1523;MULTILINESTRING ((1.5112785 43.52150960000001, 1.5112123999999996 43.52150980000001, 1.5111946 43.5214993, 1.5110607999999999 43.52141199999999, 1.5109811999999998 43.52128929999998));;cycleway;1;50.0;;;;;;;;
roads.1524;MULTILINESTRING ((1.5112785 43.52150960000001, 1.5113474 43.5215089, 1.5113476999999997 43.5214758, 1.5116335 43.521313400000004, 1.5116785 43.521310099999994));;cycleway;1;50.0;;;;;;;;
roads.1525;MULTILINESTRING ((1.5116785 43.521310099999994, 1.5116335 43.521313400000004, 1.5113476999999997 43.5214758, 1.5113474 43.5215089, 1.5112785 43.52150960000001));;cycleway;1;50.0;;;;;;;;
roads.1526;MULTILINESTRING ((1.5116785 43.521310099999994, 1.513206 43.521337399999986, 1.5132318 43.521349099999995, 1.5133876 43.521503799999984, 1.5133964 43.5215397));;cycleway;1;50.0;;;;;;;;
roads.1527;MULTILINESTRING ((1.5133964 43.5215397, 1.5133876 43.521503799999984, 1.5132318 43.521349099999995, 1.513206 43.521337399999986, 1.5116785 43.521310099999994));;cycleway;1;50.0;;;;;;;;
roads.1528;MULTILINESTRING ((1.5269469000000002 43.51354349999998, 1.5276159 43.5137986));;tertiary;1;50.0;;;;;;;;
roads.1529;MULTILINESTRING ((1.5276159 43.5137986, 1.5269469000000002 43.51354349999998));;tertiary;1;50.0;;;;;;;;
roads.1530;MULTILINESTRING ((1.5075487 43.51246660000001, 1.5066459 43.5121814, 1.5066214000000002 43.51215679999999, 1.5065458999999999 43.51208099999999, 1.5063994000000003 43.5120157));;service;1;50.0;;;;private;;;;
roads.1531;MULTILINESTRING ((1.5063994000000003 43.5120157, 1.5065458999999999 43.51208099999999, 1.5066214000000002 43.51215679999999, 1.5066459 43.5121814, 1.5075487 43.51246660000001));;service;1;50.0;;;;private;;;;
roads.1532;MULTILINESTRING ((1.4958102000000002 43.5153626, 1.4957278 43.51532439999998, 1.4956383 43.51527089999999, 1.4958593 43.51509459999998, 1.4960775 43.5150949));;service;1;50.0;yes;;;;;;;
roads.1533;MULTILINESTRING ((1.4943877 43.51976, 1.4941639999999996 43.51995370000002, 1.4940684 43.52004319999999));;cycleway;1;50.0;;;;;;;;track
roads.1534;MULTILINESTRING ((1.4940684 43.52004319999999, 1.4941639999999996 43.51995370000002, 1.4943877 43.51976));;cycleway;1;50.0;;;;;;;;track
roads.1535;MULTILINESTRING ((1.4940684 43.52004319999999, 1.4938971 43.5201982, 1.4937116 43.520369699999996));;cycleway;1;50.0;;;;;;;;track
roads.1536;MULTILINESTRING ((1.4937116 43.520369699999996, 1.4938971 43.5201982, 1.4940684 43.52004319999999));;cycleway;1;50.0;;;;;;;;track
roads.1537;MULTILINESTRING ((1.4937116 43.520369699999996, 1.4933686000000002 43.52061940000001, 1.493207 43.520730799999995, 1.4929685999999998 43.5208919, 1.4929611 43.52091670000001));;cycleway;1;50.0;;;;;;;;track
roads.1538;MULTILINESTRING ((1.4929611 43.52091670000001, 1.4929685999999998 43.5208919, 1.493207 43.520730799999995, 1.4933686000000002 43.52061940000001, 1.4937116 43.520369699999996));;cycleway;1;50.0;;;;;;;;track
roads.1539;MULTILINESTRING ((1.4929611 43.52091670000001, 1.4929517000000003 43.52095589999998, 1.4922028 43.52131739999999, 1.4918072 43.521529599999994));;cycleway;1;50.0;;;;;;;;track
roads.1540;MULTILINESTRING ((1.4918072 43.521529599999994, 1.4922028 43.52131739999999, 1.4929517000000003 43.52095589999998, 1.4929611 43.52091670000001));;cycleway;1;50.0;;;;;;;;track
roads.1541;MULTILINESTRING ((1.4918072 43.521529599999994, 1.4918141000000003 43.52158629999999, 1.4918418 43.5216298, 1.4923843 43.521995800000006, 1.4922755000000003 43.5220881));;cycleway;1;50.0;;;;;;;;track
roads.1542;MULTILINESTRING ((1.4922755000000003 43.5220881, 1.4923843 43.521995800000006, 1.4918418 43.5216298, 1.4918141000000003 43.52158629999999, 1.4918072 43.521529599999994));;cycleway;1;50.0;;;;;;;;track
roads.1543;MULTILINESTRING ((1.4918072 43.521529599999994, 1.49172 43.52158439999998, 1.4916293 43.52157099999998, 1.4915268999999998 43.521552299999996));;cycleway;1;50.0;;;;;;;;track
